Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
2129,Entry long,2025-11-18 18:12,L,4033.643,11.45,46185.21235,58.7,0.13,59.6,0.13,-17.73,-0.04,8578.99,85.79
2130,Exit long,2025-11-18 18:30,L TP2,4033.883,45.83,184861.8587,9.38,0.01,287.41,0.16,-70.98,-0.04,8589.08,85.89
2130,Entry long,2025-11-18 18:12,L,4033.643,45.83,184861.8587,9.38,0.01,287.41,0.16,-70.98,-0.04,8589.08,85.89
2131,Exit long,2025-11-18 18:51,L TP1,4039.126,12.65,51034.18595,59.68,0.12,60.58,0.12,-49.55,-0.10,8648.04,86.48
2131,Entry long,2025-11-18 18:36,L,4034.323,12.65,51034.18595,59.68,0.12,60.58,0.12,-49.55,-0.10,8648.04,86.48
2132,Exit long,2025-11-18 18:54,L TP2,4045.003,50.61,204177.087,538.89,0.26,539.79,0.26,-198.25,-0.10,9187.66,91.88
2132,Entry long,2025-11-18 18:36,L,4034.323,50.61,204177.087,538.89,0.26,539.79,0.26,-198.25,-0.10,9187.66,91.88
2133,Exit long,2025-11-18 18:57,L TP1,4039.37,12.89,52144.34237,-77.94,-0.15,4.94,0.01,-77.04,-0.15,9108.99,91.09
2133,Entry long,2025-11-18 18:57,L,4045.333,12.89,52144.34237,-77.94,-0.15,4.94,0.01,-77.04,-0.15,9108.99,91.09
2134,Exit long,2025-11-18 18:57,L TP2,4039.37,51.59,208698.7295,-309.25,-0.15,19.76,0.01,-308.35,-0.15,8800.46,88.00
2134,Entry long,2025-11-18 18:57,L,4045.333,51.59,208698.7295,-309.25,-0.15,19.76,0.01,-308.35,-0.15,8800.46,88.00
2135,Exit long,2025-11-18 23:03,L TP1,4073.99,10.74,43694.64822,58.92,0.13,59.82,0.14,-53.97,-0.12,8858.67,88.59
2135,Entry long,2025-11-18 22:54,L,4068.403,10.74,43694.64822,58.92,0.13,59.82,0.14,-53.97,-0.12,8858.67,88.59
2136,Exit long,2025-11-18 23:39,L TP2,4080.989,42.98,174859.9609,539.33,0.31,540.23,0.31,-215.96,-0.12,9398.71,93.99
2136,Entry long,2025-11-18 22:54,L,4068.403,42.98,174859.9609,539.33,0.31,540.23,0.31,-215.96,-0.12,9398.71,93.99
2137,Exit long,2025-11-18 23:42,L TP1,4072.975,10.23,41746.30779,-80.85,-0.19,0.56,0.00,-79.95,-0.19,9317.14,93.17
2137,Entry long,2025-11-18 23:42,L,4080.773,10.23,41746.30779,-80.85,-0.19,0.56,0.00,-79.95,-0.19,9317.14,93.17
2138,Exit long,2025-11-18 23:42,L TP2,4072.975,40.94,167066.8466,-320.87,-0.19,2.23,0.00,-319.97,-0.19,8996.99,89.97
2138,Entry long,2025-11-18 23:42,L,4080.773,40.94,167066.8466,-320.87,-0.19,2.23,0.00,-319.97,-0.19,8996.99,89.97
2139,Exit long,2025-11-18 23:51,L TP1,4065.451,9.58,39023.63184,-77.69,-0.20,41.13,0.11,-76.79,-0.20,8918.58,89.19
2139,Entry long,2025-11-18 23:45,L,4073.448,9.58,39023.63184,-77.69,-0.20,41.13,0.11,-76.79,-0.20,8918.58,89.19
2140,Exit long,2025-11-18 23:51,L TP2,4065.451,38.36,156257.4653,-308.39,-0.20,164.69,0.11,-307.49,-0.20,8610.91,86.11
2140,Entry long,2025-11-18 23:45,L,4073.448,38.36,156257.4653,-308.39,-0.20,164.69,0.11,-307.49,-0.20,8610.91,86.11
2141,Exit long,2025-11-19 04:30,L TP1,4073.572,15.07,61463.34161,-75.69,-0.12,36.92,0.06,-74.79,-0.12,8534.5,85.35
2141,Entry long,2025-11-19 04:18,L,4078.523,15.07,61463.34161,-75.69,-0.12,36.92,0.06,-74.79,-0.12,8534.5,85.35
2142,Exit long,2025-11-19 04:30,L TP2,4073.572,60.28,245853.3664,-300.07,-0.12,147.69,0.06,-299.17,-0.12,8235.16,82.35
2142,Entry long,2025-11-19 04:18,L,4078.523,60.28,245853.3664,-300.07,-0.12,147.69,0.06,-299.17,-0.12,8235.16,82.35
2143,Exit long,2025-11-19 05:12,L TP1,4075.033,15.02,61279.76756,-73.85,-0.12,40.4,0.07,-72.95,-0.12,8160.58,81.61
2143,Entry long,2025-11-19 04:51,L,4079.878,15.02,61279.76756,-73.85,-0.12,40.4,0.07,-72.95,-0.12,8160.58,81.61
2144,Exit long,2025-11-19 05:12,L TP2,4075.033,60.12,245282.2654,-292.9,-0.12,161.72,0.07,-292,-0.12,7868.4,78.68
2144,Entry long,2025-11-19 04:51,L,4079.878,60.12,245282.2654,-292.9,-0.12,161.72,0.07,-292,-0.12,7868.4,78.68
2145,Exit short,2025-11-19 10:18,S TP1,4067.382,15.16,61589.72852,-72.86,-0.12,28.43,0.05,-71.96,-0.12,7794.82,77.95
2145,Entry short,2025-11-19 10:12,S,4062.647,15.16,61589.72852,-72.86,-0.12,28.43,0.05,-71.96,-0.12,7794.82,77.95
2146,Exit short,2025-11-19 10:18,S TP2,4067.382,60.65,246399.5405,-288.8,-0.12,113.73,0.05,-287.9,-0.12,7506.74,75.07
2146,Entry short,2025-11-19 10:12,S,4062.647,60.65,246399.5405,-288.8,-0.12,113.73,0.05,-287.9,-0.12,7506.74,75.07
2147,Exit short,2025-11-19 11:27,S TP1,4064.222,13.66,55447.40162,-70.95,-0.13,48.75,0.09,-70.05,-0.13,7435.07,74.35
2147,Entry short,2025-11-19 11:00,S,4059.107,13.66,55447.40162,-70.95,-0.13,48.75,0.09,-70.05,-0.13,7435.07,74.35
2148,Exit short,2025-11-19 11:27,S TP2,4064.222,54.68,221951.9708,-281.31,-0.13,195.14,0.09,-280.41,-0.13,7154.48,71.54
2148,Entry short,2025-11-19 11:00,S,4059.107,54.68,221951.9708,-281.31,-0.13,195.14,0.09,-280.41,-0.13,7154.48,71.54
2149,Exit long,2025-11-19 14:15,L TP1,4082.121,19.39,79095.74617,55.5,0.07,56.4,0.07,-2.86,0.00,7209.26,72.09
2149,Entry long,2025-11-19 14:15,L,4079.203,19.39,79095.74617,55.5,0.07,56.4,0.07,-2.86,0.00,7209.26,72.09
2150,Exit long,2025-11-19 14:15,L TP2,4085.659,77.58,316464.5687,499.24,0.16,500.14,0.16,-11.43,0.00,7709.22,77.09
2150,Entry long,2025-11-19 14:15,L,4079.203,77.58,316464.5687,499.24,0.16,500.14,0.16,-11.43,0.00,7709.22,77.09
2151,Exit long,2025-11-19 14:18,L TP1,4088.794,17.74,72478.06502,56.06,0.08,56.96,0.08,-8.93,-0.01,7764.56,77.65
2151,Entry long,2025-11-19 14:18,L,4085.573,17.74,72478.06502,56.06,0.08,56.96,0.08,-8.93,-0.01,7764.56,77.65
2152,Exit long,2025-11-19 14:30,L TP2,4092.786,70.98,289993.9715,510.36,0.18,511.26,0.18,-35.71,-0.01,8275.64,82.76
2152,Entry long,2025-11-19 14:18,L,4085.573,70.98,289993.9715,510.36,0.18,511.26,0.18,-35.71,-0.01,8275.64,82.76
2153,Exit long,2025-11-19 14:33,L TP1,4096.569,15.81,64708.32213,57.35,0.09,58.25,0.09,-6.55,-0.01,8332.27,83.32
2153,Entry long,2025-11-19 14:33,L,4092.873,15.81,64708.32213,57.35,0.09,58.25,0.09,-6.55,-0.01,8332.27,83.32
2154,Exit long,2025-11-19 14:36,L TP2,4093.024,63.24,258833.2885,7.93,0.00,296,0.11,-26.21,-0.01,8340.92,83.41
2154,Entry long,2025-11-19 14:33,L,4092.873,63.24,258833.2885,7.93,0.00,296,0.11,-26.21,-0.01,8340.92,83.41
2155,Exit long,2025-11-19 14:42,L TP1,4089.578,14.83,60720.96044,-73.6,-0.12,0.37,0.00,-72.7,-0.12,8266.6,82.67
2155,Entry long,2025-11-19 14:39,L,4094.468,14.83,60720.96044,-73.6,-0.12,0.37,0.00,-72.7,-0.12,8266.6,82.67
2156,Exit long,2025-11-19 14:42,L TP2,4089.578,59.36,243047.6205,-291.89,-0.12,1.48,0.00,-290.99,-0.12,7975.43,79.75
2156,Entry long,2025-11-19 14:39,L,4094.468,59.36,243047.6205,-291.89,-0.12,1.48,0.00,-290.99,-0.12,7975.43,79.75
2157,Exit short,2025-11-20 01:00,S TP1,4086.957,7.65,31321.2573,54.96,0.18,55.86,0.18,-34.05,-0.11,8029.67,80.30
2157,Entry short,2025-11-20 00:57,S,4094.282,7.65,31321.2573,54.96,0.18,55.86,0.18,-34.05,-0.11,8029.67,80.30
2158,Exit short,2025-11-20 01:12,S TP2,4094.154,30.6,125285.0292,2.3,0.00,315.59,0.25,-136.22,-0.11,8032.69,80.33
2158,Entry short,2025-11-20 00:57,S,4094.282,30.6,125285.0292,2.3,0.00,315.59,0.25,-136.22,-0.11,8032.69,80.33
2159,Exit short,2025-11-20 01:24,S TP1,4077.652,6.86,28030.24812,56.48,0.20,57.38,0.20,-37.69,-0.13,8088.44,80.88
2159,Entry short,2025-11-20 01:21,S,4086.042,6.86,28030.24812,56.48,0.20,57.38,0.20,-37.69,-0.13,8088.44,80.88
2160,Exit short,2025-11-20 02:03,S TP2,4067.143,27.45,112161.8529,517.16,0.46,518.06,0.46,-150.82,-0.13,8606.32,86.06
2160,Entry short,2025-11-20 01:21,S,4086.042,27.45,112161.8529,517.16,0.46,518.06,0.46,-150.82,-0.13,8606.32,86.06
2161,Exit short,2025-11-20 02:24,S TP1,4071.443,6.83,27733.77506,-75.26,-0.27,34.7,0.13,-74.36,-0.27,8530.34,85.30
2161,Entry short,2025-11-20 02:06,S,4060.582,6.83,27733.77506,-75.26,-0.27,34.7,0.13,-74.36,-0.27,8530.34,85.30
2162,Exit short,2025-11-20 02:24,S TP2,4071.443,27.32,110935.1002,-298.34,-0.27,138.8,0.13,-297.44,-0.27,8232.72,82.33
2162,Entry short,2025-11-20 02:06,S,4060.582,27.32,110935.1002,-298.34,-0.27,138.8,0.13,-297.44,-0.27,8232.72,82.33
2163,Exit short,2025-11-20 02:42,S TP1,4077.285,7.31,29733.00102,-73.03,-0.25,30.83,0.10,-72.13,-0.24,8158.96,81.59
2163,Entry short,2025-11-20 02:27,S,4067.442,7.31,29733.00102,-73.03,-0.25,30.83,0.10,-72.13,-0.24,8158.96,81.59
2164,Exit short,2025-11-20 02:42,S TP2,4077.285,29.26,119013.3529,-289.63,-0.24,123.4,0.10,-288.73,-0.24,7870.06,78.70
2164,Entry short,2025-11-20 02:27,S,4067.442,29.26,119013.3529,-289.63,-0.24,123.4,0.10,-288.73,-0.24,7870.06,78.70
2165,Exit long,2025-11-20 08:48,L TP1,4101.389,12.24,50145.05232,54.87,0.11,55.77,0.11,-2.48,0.00,7924.21,79.24
2165,Entry long,2025-11-20 08:45,L,4096.818,12.24,50145.05232,54.87,0.11,55.77,0.11,-2.48,0.00,7924.21,79.24
2166,Exit long,2025-11-20 08:51,L TP2,4107.224,49,200744.082,508.27,0.25,509.17,0.25,-9.93,0.00,8433.2,84.33
2166,Entry long,2025-11-20 08:45,L,4096.818,49,200744.082,508.27,0.25,509.17,0.25,-9.93,0.00,8433.2,84.33
2167,Exit long,2025-11-20 10:12,L TP1,4099.68,11.97,49146.94071,-74.85,-0.15,54.01,0.11,-73.95,-0.15,8357.63,83.58
2167,Entry long,2025-11-20 08:54,L,4105.843,11.97,49146.94071,-74.85,-0.15,54.01,0.11,-73.95,-0.15,8357.63,83.58
2168,Exit long,2025-11-20 10:12,L TP2,4099.68,47.91,196710.9381,-296.89,-0.15,216.17,0.11,-295.99,-0.15,8061.46,80.61
2168,Entry long,2025-11-20 08:54,L,4105.843,47.91,196710.9381,-296.89,-0.15,216.17,0.11,-295.99,-0.15,8061.46,80.61
2169,Exit short,2025-11-20 17:21,S TP1,4040.879,10.26,41517.11052,56.61,0.14,57.51,0.14,-14.11,-0.03,8117.35,81.17
2169,Entry short,2025-11-20 17:18,S,4046.502,10.26,41517.11052,56.61,0.14,57.51,0.14,-14.11,-0.03,8117.35,81.17
2170,Exit short,2025-11-20 17:30,S TP2,4046.263,41.06,166149.3721,8.19,0.00,310.19,0.19,-56.48,-0.03,8126.27,81.26
2170,Entry short,2025-11-20 17:18,S,4046.502,41.06,166149.3721,8.19,0.00,310.19,0.19,-56.48,-0.03,8126.27,81.26
2171,Exit short,2025-11-20 17:36,S TP1,4058.322,9.37,37954.09389,-73.46,-0.19,23.97,0.06,-72.56,-0.19,8052.08,80.52
2171,Entry short,2025-11-20 17:33,S,4050.597,9.37,37954.09389,-73.46,-0.19,23.97,0.06,-72.56,-0.19,8052.08,80.52
2172,Exit short,2025-11-20 17:36,S TP2,4058.322,37.5,151897.3875,-291.31,-0.19,95.92,0.06,-290.41,-0.19,7761.49,77.61
2172,Entry short,2025-11-20 17:33,S,4050.597,37.5,151897.3875,-291.31,-0.19,95.92,0.06,-290.41,-0.19,7761.49,77.61
2173,Exit short,2025-11-20 20:36,S TP1,4058.702,13.16,53341.58592,-72.01,-0.14,28.14,0.05,-71.11,-0.13,7688.76,76.89
2173,Entry short,2025-11-20 20:21,S,4053.312,13.16,53341.58592,-72.01,-0.14,28.14,0.05,-71.11,-0.13,7688.76,76.89
2174,Exit short,2025-11-20 20:36,S TP2,4058.702,52.64,213366.3437,-285.35,-0.13,112.56,0.05,-284.45,-0.13,7404.13,74.04
2174,Entry short,2025-11-20 20:21,S,4053.312,52.64,213366.3437,-285.35,-0.13,112.56,0.05,-284.45,-0.13,7404.13,74.04
2175,Exit long,2025-11-20 21:33,L TP1,4078.113,10.11,41174.06688,54.58,0.13,55.48,0.13,-4.25,-0.01,7457.99,74.58
2175,Entry long,2025-11-20 21:24,L,4072.608,10.11,41174.06688,54.58,0.13,55.48,0.13,-4.25,-0.01,7457.99,74.58
2176,Exit long,2025-11-20 22:00,L TP2,4084.997,40.45,164736.9936,499.52,0.30,500.42,0.30,-17.02,-0.01,7958.22,79.58
2176,Entry long,2025-11-20 21:24,L,4072.608,40.45,164736.9936,499.52,0.30,500.42,0.30,-17.02,-0.01,7958.22,79.58
2177,Exit long,2025-11-20 22:06,L TP1,4092.627,11.74,47990.27892,56.08,0.12,56.98,0.12,-33.62,-0.07,8013.59,80.14
2177,Entry long,2025-11-20 22:03,L,4087.758,11.74,47990.27892,56.08,0.12,56.98,0.12,-33.62,-0.07,8013.59,80.14
2178,Exit long,2025-11-20 22:09,L TP2,4087.377,47,192124.626,-19.53,-0.01,323.91,0.17,-134.58,-0.07,7994.78,79.95
2178,Entry long,2025-11-20 22:03,L,4087.758,47,192124.626,-19.53,-0.01,323.91,0.17,-134.58,-0.07,7994.78,79.95
2179,Exit long,2025-11-20 22:15,L TP1,4092.681,10.68,43652.39604,56.36,0.13,57.26,0.13,-1.97,0.00,8050.42,80.50
2179,Entry long,2025-11-20 22:12,L,4087.303,10.68,43652.39604,56.36,0.13,57.26,0.13,-1.97,0.00,8050.42,80.50
2180,Exit long,2025-11-20 22:21,L TP2,4087.502,42.72,174609.5842,6.88,0.00,254.4,0.15,-7.9,0.00,8058.02,80.58
2180,Entry long,2025-11-20 22:12,L,4087.303,42.72,174609.5842,6.88,0.00,254.4,0.15,-7.9,0.00,8058.02,80.58
2181,Exit long,2025-11-20 22:30,L TP1,4079.204,10.76,43964.80048,-73.65,-0.17,57.25,0.13,-72.75,-0.17,7983.65,79.84
2181,Entry long,2025-11-20 22:24,L,4085.948,10.76,43964.80048,-73.65,-0.17,57.25,0.13,-72.75,-0.17,7983.65,79.84
2182,Exit long,2025-11-20 22:30,L TP2,4079.204,43.04,175859.2019,-291.88,-0.17,228.98,0.13,-290.98,-0.17,7692.49,76.92
2182,Entry long,2025-11-20 22:24,L,4085.948,43.04,175859.2019,-291.88,-0.17,228.98,0.13,-290.98,-0.17,7692.49,76.92
2183,Exit short,2025-11-21 16:00,S TP1,4028.629,8.18,33010.93806,55.67,0.17,56.57,0.17,-42.09,-0.13,7747.44,77.47
2183,Entry short,2025-11-21 15:36,S,4035.567,8.18,33010.93806,55.67,0.17,56.57,0.17,-42.09,-0.13,7747.44,77.47
2184,Exit short,2025-11-21 16:15,S TP2,4035.308,32.72,132043.7522,6.85,0.01,350.43,0.27,-168.34,-0.13,7755.02,77.55
2184,Entry short,2025-11-21 15:36,S,4035.567,32.72,132043.7522,6.85,0.01,350.43,0.27,-168.34,-0.13,7755.02,77.55
2185,Exit short,2025-11-21 16:51,S TP1,4030.49,9.31,37580.43877,55.5,0.15,56.4,0.15,-30.93,-0.08,7809.79,78.10
2185,Entry short,2025-11-21 16:18,S,4036.567,9.31,37580.43877,55.5,0.15,56.4,0.15,-30.93,-0.08,7809.79,78.10
2186,Exit short,2025-11-21 17:03,S TP2,4022.866,37.26,150402.4864,508.88,0.34,509.78,0.34,-123.79,-0.08,8319.39,83.19
2186,Entry short,2025-11-21 16:18,S,4036.567,37.26,150402.4864,508.88,0.34,509.78,0.34,-123.79,-0.08,8319.39,83.19
2187,Exit short,2025-11-21 19:48,S TP1,4040.351,9.6,38713.8432,-74.61,-0.19,2.53,0.01,-73.71,-0.19,8244.07,82.44
2187,Entry short,2025-11-21 19:30,S,4032.692,9.6,38713.8432,-74.61,-0.19,2.53,0.01,-73.71,-0.19,8244.07,82.44
2188,Exit short,2025-11-21 19:48,S TP2,4040.351,38.4,154855.3728,-295.73,-0.19,10.11,0.01,-294.83,-0.19,7949.06,79.49
2188,Entry short,2025-11-21 19:30,S,4032.692,38.4,154855.3728,-295.73,-0.19,10.11,0.01,-294.83,-0.19,7949.06,79.49
2189,Exit long,2025-11-21 21:45,L TP1,4066.161,8.82,35806.00716,56.45,0.16,57.35,0.16,-33.81,-0.09,8004.79,80.05
2189,Entry long,2025-11-21 21:36,L,4059.638,8.82,35806.00716,56.45,0.16,57.35,0.16,-33.81,-0.09,8004.79,80.05
2190,Exit long,2025-11-21 22:03,L TP2,4059.916,35.29,143264.625,8.19,0.01,427.95,0.30,-135.28,-0.09,8013.7,80.14
2190,Entry long,2025-11-21 21:36,L,4059.638,35.29,143264.625,8.19,0.01,427.95,0.30,-135.28,-0.09,8013.7,80.14
2191,Exit long,2025-11-21 22:21,L TP1,4070.223,8.97,36452.31291,56.51,0.16,57.41,0.16,-39.27,-0.11,8069.49,80.69
2191,Entry long,2025-11-21 22:06,L,4063.803,8.97,36452.31291,56.51,0.16,57.41,0.16,-39.27,-0.11,8069.49,80.69
2192,Exit long,2025-11-21 22:48,L TP2,4078.251,35.9,145890.5277,517.06,0.35,517.96,0.36,-157.17,-0.11,8587.28,85.87
2192,Entry long,2025-11-21 22:06,L,4063.803,35.9,145890.5277,517.06,0.35,517.96,0.36,-157.17,-0.11,8587.28,85.87
2193,Exit long,2025-11-21 23:00,L TP1,4082.317,10.02,40845.20736,58.53,0.14,59.43,0.15,-23.61,-0.06,8645.08,86.45
2193,Entry long,2025-11-21 22:51,L,4076.368,10.02,40845.20736,58.53,0.14,59.43,0.15,-23.61,-0.06,8645.08,86.45
2194,Exit long,2025-11-21 23:03,L TP2,4076.617,40.12,163543.8842,8.37,0.01,308.48,0.19,-94.52,-0.06,8654.17,86.54
2194,Entry long,2025-11-21 22:51,L,4076.368,40.12,163543.8842,8.37,0.01,308.48,0.19,-94.52,-0.06,8654.17,86.54
2195,Exit long,2025-11-21 23:18,L TP1,4069.433,10.3,41991.6374,-77.56,-0.18,31.67,0.08,-76.66,-0.18,8575.9,85.76
2195,Entry long,2025-11-21 23:06,L,4076.858,10.3,41991.6374,-77.56,-0.18,31.67,0.08,-76.66,-0.18,8575.9,85.76
2196,Exit long,2025-11-21 23:18,L TP2,4069.433,41.2,167966.5496,-307.53,-0.18,126.67,0.08,-306.63,-0.18,8269.09,82.69
2196,Entry long,2025-11-21 23:06,L,4076.858,41.2,167966.5496,-307.53,-0.18,126.67,0.08,-306.63,-0.18,8269.09,82.69
2197,Exit long,2025-11-22 04:42,L TP1,4085.313,17.03,69646.53514,-74.73,-0.11,10.33,0.01,-73.83,-0.11,8193.63,81.94
2197,Entry long,2025-11-22 04:39,L,4089.638,17.03,69646.53514,-74.73,-0.11,10.33,0.01,-73.83,-0.11,8193.63,81.94
2198,Exit long,2025-11-22 04:42,L TP2,4085.313,68.16,278749.7261,-296.41,-0.11,41.33,0.01,-295.51,-0.11,7897.94,78.98
2198,Entry long,2025-11-22 04:39,L,4089.638,68.16,278749.7261,-296.41,-0.11,41.33,0.01,-295.51,-0.11,7897.94,78.98
2199,Exit short,2025-11-22 05:57,S TP1,4065.44,11,44647.922,-73,-0.16,39.44,0.09,-72.1,-0.16,7824.22,78.24
2199,Entry short,2025-11-22 05:42,S,4058.902,11,44647.922,-73,-0.16,39.44,0.09,-72.1,-0.16,7824.22,78.24
2200,Exit short,2025-11-22 05:57,S TP2,4065.44,44.01,178632.277,-289.36,-0.16,157.8,0.09,-288.46,-0.16,7535.58,75.36
2200,Entry short,2025-11-22 05:42,S,4058.902,44.01,178632.277,-289.36,-0.16,157.8,0.09,-288.46,-0.16,7535.58,75.36
2201,Exit short,2025-11-22 06:18,S TP1,4061.841,9.92,40223.04064,-71.5,-0.18,0,0.00,-70.6,-0.18,7463.36,74.63
2201,Entry short,2025-11-22 06:12,S,4054.742,9.92,40223.04064,-71.5,-0.18,0,0.00,-70.6,-0.18,7463.36,74.63
2202,Exit short,2025-11-22 06:18,S TP2,4061.841,39.7,160973.2574,-283.45,-0.18,0,0.00,-282.55,-0.18,7180.63,71.81
2202,Entry short,2025-11-22 06:12,S,4054.742,39.7,160973.2574,-283.45,-0.18,0,0.00,-282.55,-0.18,7180.63,71.81
2203,Exit short,2025-11-24 09:57,S TP1,4067.844,12.31,50007.79932,-68.44,-0.14,37.27,0.07,-67.54,-0.14,7111.47,71.11
2203,Entry short,2025-11-24 09:15,S,4062.372,12.31,50007.79932,-68.44,-0.14,37.27,0.07,-67.54,-0.14,7111.47,71.11
2204,Exit short,2025-11-24 09:57,S TP2,4067.844,49.26,200112.4447,-271.17,-0.14,149.13,0.07,-270.27,-0.14,6841.02,68.41
2204,Entry short,2025-11-24 09:15,S,4062.372,49.26,200112.4447,-271.17,-0.14,149.13,0.07,-270.27,-0.14,6841.02,68.41
2205,Exit long,2025-11-24 16:51,L TP1,4059.315,13.05,53040.9159,-67.94,-0.13,3.5,0.01,-67.04,-0.13,6772.37,67.72
2205,Entry long,2025-11-24 16:48,L,4064.438,13.05,53040.9159,-67.94,-0.13,3.5,0.01,-67.04,-0.13,6772.37,67.72
2206,Exit long,2025-11-24 16:51,L TP2,4059.315,52.2,212163.6636,-269.04,-0.13,14,0.01,-268.14,-0.13,6504.05,65.04
2206,Entry long,2025-11-24 16:48,L,4064.438,52.2,212163.6636,-269.04,-0.13,14,0.01,-268.14,-0.13,6504.05,65.04
2207,Exit long,2025-11-24 17:00,L TP1,4064.162,12.89,52334.40542,51.56,0.10,52.46,0.10,-19.75,-0.04,6554.89,65.55
2207,Entry long,2025-11-24 16:54,L,4060.078,12.89,52334.40542,51.56,0.10,52.46,0.10,-19.75,-0.04,6554.89,65.55
2208,Exit long,2025-11-24 17:24,L TP2,4060.215,51.57,209378.2225,5.45,0.00,322.98,0.15,-79,-0.04,6561.05,65.61
2208,Entry long,2025-11-24 16:54,L,4060.078,51.57,209378.2225,5.45,0.00,322.98,0.15,-79,-0.04,6561.05,65.61
2209,Exit long,2025-11-24 18:06,L TP1,4067.375,13.87,56361.48011,51.93,0.09,52.83,0.09,-47.73,-0.08,6612.26,66.12
2209,Entry long,2025-11-24 17:27,L,4063.553,13.87,56361.48011,51.93,0.09,52.83,0.09,-47.73,-0.08,6612.26,66.12
2210,Exit long,2025-11-24 18:09,L TP2,4072.075,55.49,225486.556,471.27,0.21,472.17,0.21,-190.94,-0.08,7084.25,70.84
2210,Entry long,2025-11-24 17:27,L,4063.553,55.49,225486.556,471.27,0.21,472.17,0.21,-190.94,-0.08,7084.25,70.84
2211,Exit long,2025-11-24 18:24,L TP1,4068.46,14.05,57228.7129,-67.93,-0.12,16.64,0.03,-67.03,-0.12,7015.6,70.16
2211,Entry long,2025-11-24 18:12,L,4073.218,14.05,57228.7129,-67.93,-0.12,16.64,0.03,-67.03,-0.12,7015.6,70.16
2212,Exit long,2025-11-24 18:24,L TP2,4068.46,56.23,229037.0481,-269.16,-0.12,66.59,0.03,-268.26,-0.12,6747.16,67.47
2212,Entry long,2025-11-24 18:12,L,4073.218,56.23,229037.0481,-269.16,-0.12,66.59,0.03,-268.26,-0.12,6747.16,67.47
2213,Exit long,2025-11-24 21:51,L TP1,4079.872,16.37,66854.47431,-68.05,-0.10,2.8,0.00,-67.15,-0.10,6678.39,66.78
2213,Entry long,2025-11-24 21:51,L,4083.963,16.37,66854.47431,-68.05,-0.10,2.8,0.00,-67.15,-0.10,6678.39,66.78
2214,Exit long,2025-11-24 21:51,L TP2,4079.872,65.52,267581.2558,-269.66,-0.10,11.2,0.00,-268.76,-0.10,6409.45,64.09
2214,Entry long,2025-11-24 21:51,L,4083.963,65.52,267581.2558,-269.66,-0.10,11.2,0.00,-268.76,-0.10,6409.45,64.09
2215,Exit long,2025-11-24 22:03,L TP1,4081.746,14.76,60194.27628,51.21,0.09,52.11,0.09,-22.51,-0.04,6459.94,64.60
2215,Entry long,2025-11-24 21:54,L,4078.203,14.76,60194.27628,51.21,0.09,52.11,0.09,-22.51,-0.04,6459.94,64.60
2216,Exit long,2025-11-24 22:06,L TP2,4078.336,59.08,240940.2332,6.24,0.00,218.58,0.09,-90.11,-0.04,6466.9,64.67
2216,Entry long,2025-11-24 21:54,L,4078.203,59.08,240940.2332,6.24,0.00,218.58,0.09,-90.11,-0.04,6466.9,64.67
2217,Exit long,2025-11-24 22:30,L TP1,4085.553,13.45,54897.8966,51.71,0.09,52.61,0.10,-42.12,-0.08,6517.89,65.18
2217,Entry long,2025-11-24 22:24,L,4081.628,13.45,54897.8966,51.71,0.09,52.61,0.10,-42.12,-0.08,6517.89,65.18
2218,Exit long,2025-11-24 22:39,L TP2,4081.785,53.8,219591.5864,6.83,0.00,235.57,0.11,-168.47,-0.08,6525.44,65.25
2218,Entry long,2025-11-24 22:24,L,4081.628,53.8,219591.5864,6.83,0.00,235.57,0.11,-168.47,-0.08,6525.44,65.25
2219,Exit long,2025-11-25 01:33,L TP1,4097.521,10.06,41169.52388,50.46,0.12,51.36,0.12,-53.03,-0.13,6575.17,65.75
2219,Entry long,2025-11-25 00:15,L,4092.398,10.06,41169.52388,50.46,0.12,51.36,0.12,-53.03,-0.13,6575.17,65.75
2220,Exit long,2025-11-25 02:12,L TP2,4092.386,40.25,164719.0195,-2.1,0.00,297.21,0.18,-212.15,-0.13,6573.79,65.74
2220,Entry long,2025-11-25 00:15,L,4092.398,40.25,164719.0195,-2.1,0.00,297.21,0.18,-212.15,-0.13,6573.79,65.74
2221,Exit long,2025-11-25 04:39,L TP1,4114.253,10.61,43718.85513,-67.71,-0.15,39.47,0.09,-66.81,-0.15,6505.36,65.05
2221,Entry long,2025-11-25 03:54,L,4120.533,10.61,43718.85513,-67.71,-0.15,39.47,0.09,-66.81,-0.15,6505.36,65.05
2222,Exit long,2025-11-25 04:39,L TP2,4114.253,42.48,175040.2418,-268.39,-0.15,158.03,0.09,-267.49,-0.15,6237.69,62.38
2222,Entry long,2025-11-25 03:54,L,4120.533,42.48,175040.2418,-268.39,-0.15,158.03,0.09,-267.49,-0.15,6237.69,62.38
2223,Exit long,2025-11-25 04:48,L TP1,4119.343,12.63,51975.51909,50.7,0.10,51.6,0.10,-6.22,-0.01,6287.67,62.88
2223,Entry long,2025-11-25 04:42,L,4115.243,12.63,51975.51909,50.7,0.10,51.6,0.10,-6.22,-0.01,6287.67,62.88
